交互检查规则,,,,,,,,,,,,,,,,,,,,,,,,,,,,
导出规则,,,,,,,,,,,,"charMap=displayname,name",,,,,,,,,,,,,,,,
分类,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表头,怪物编号,怪物名称,等级类型,怪物等级,怪物星级,怪物类型,技能ID,原型编号,模型编号,怪物职业,放大比例,攻击参数,内力参数,防御参数,法防参数,速度参数,生命参数,气力参数,命中参数,闪避参数,暴击参数,坚韧参数,暴伤参数,反击参数,,,,
,308,世界首领108级,1,1,3,2,"(1,2,)",308,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,309,世界首领109级,1,1,3,2,"(1,2,)",309,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,310,世界首领110级,1,1,3,2,"(1,2,)",310,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,311,世界首领111级,1,1,3,2,"(1,2,)",311,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,312,世界首领112级,1,1,3,2,"(1,2,)",312,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,313,世界首领113级,1,1,3,2,"(1,2,)",313,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,314,世界首领114级,1,1,3,2,"(1,2,)",314,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,315,世界首领115级,1,1,3,2,"(1,2,)",315,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,316,世界首领116级,1,1,3,2,"(1,2,)",316,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,317,世界首领117级,1,1,3,2,"(1,2,)",317,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,318,世界首领118级,1,1,3,2,"(1,2,)",318,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,319,世界首领119级,1,1,3,2,"(1,2,)",319,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,320,世界首领120级,1,1,3,2,"(1,2,)",320,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,321,世界首领121级,1,1,3,2,"(1,2,)",321,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,322,世界首领122级,1,1,3,2,"(1,2,)",322,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,323,世界首领123级,1,1,3,2,"(1,2,)",323,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,324,世界首领124级,1,1,3,2,"(1,2,)",324,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,325,世界首领125级,1,1,3,2,"(1,2,)",325,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,326,世界首领126级,1,1,3,2,"(1,2,)",326,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,327,世界首领127级,1,1,3,2,"(1,2,)",327,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,328,世界首领128级,1,1,3,2,"(1,2,)",328,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,329,世界首领129级,1,1,3,2,"(1,2,)",329,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,330,世界首领130级,1,1,3,2,"(1,2,)",330,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,331,世界首领131级,1,1,3,2,"(1,2,)",331,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,332,世界首领132级,1,1,3,2,"(1,2,)",332,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,333,世界首领133级,1,1,3,2,"(1,2,)",333,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,334,世界首领134级,1,1,3,2,"(1,2,)",334,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,335,世界首领135级,1,1,3,2,"(1,2,)",335,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,336,世界首领136级,1,1,3,2,"(1,2,)",336,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,337,世界首领137级,1,1,3,2,"(1,2,)",337,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,338,世界首领138级,1,1,3,2,"(1,2,)",338,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,339,世界首领139级,1,1,3,2,"(1,2,)",339,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,340,世界首领140级,1,1,3,2,"(1,2,)",340,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,341,世界首领141级,1,1,3,2,"(1,2,)",341,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,342,世界首领142级,1,1,3,2,"(1,2,)",342,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,343,世界首领143级,1,1,3,2,"(1,2,)",343,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,344,世界首领144级,1,1,3,2,"(1,2,)",344,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,345,世界首领145级,1,1,3,2,"(1,2,)",345,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,346,世界首领146级,1,1,3,2,"(1,2,)",346,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,347,世界首领147级,1,1,3,2,"(1,2,)",347,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,348,世界首领148级,1,1,3,2,"(1,2,)",348,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,349,世界首领149级,1,1,3,2,"(1,2,)",349,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,350,世界首领150级,1,1,3,2,"(1,2,)",350,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,351,世界首领151级,1,1,3,2,"(1,2,)",351,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,352,世界首领152级,1,1,3,2,"(1,2,)",352,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,353,世界首领153级,1,1,3,2,"(1,2,)",353,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,354,世界首领154级,1,1,3,2,"(1,2,)",354,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,355,世界首领155级,1,1,3,2,"(1,2,)",355,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,356,世界首领156级,1,1,3,2,"(1,2,)",356,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,357,世界首领157级,1,1,3,2,"(1,2,)",357,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,358,世界首领158级,1,1,3,2,"(1,2,)",358,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,359,世界首领159级,1,1,3,2,"(1,2,)",359,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,360,世界首领160级,1,1,3,2,"(1,2,)",360,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,361,世界首领161级,1,1,3,2,"(1,2,)",361,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,362,世界首领162级,1,1,3,2,"(1,2,)",362,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,363,世界首领163级,1,1,3,2,"(1,2,)",363,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,364,世界首领164级,1,1,3,2,"(1,2,)",364,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,365,世界首领165级,1,1,3,2,"(1,2,)",365,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,366,世界首领166级,1,1,3,2,"(1,2,)",366,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,367,世界首领167级,1,1,3,2,"(1,2,)",367,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,368,世界首领168级,1,1,3,2,"(1,2,)",368,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,369,世界首领169级,1,1,3,2,"(1,2,)",369,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,370,世界首领170级,1,1,3,2,"(1,2,)",370,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,371,世界首领171级,1,1,3,2,"(1,2,)",371,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,372,世界首领172级,1,1,3,2,"(1,2,)",372,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,373,世界首领173级,1,1,3,2,"(1,2,)",373,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,374,世界首领174级,1,1,3,2,"(1,2,)",374,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,375,世界首领175级,1,1,3,2,"(1,2,)",375,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,376,世界首领176级,1,1,3,2,"(1,2,)",376,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,377,世界首领177级,1,1,3,2,"(1,2,)",377,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,378,世界首领178级,1,1,3,2,"(1,2,)",378,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,379,世界首领179级,1,1,3,2,"(1,2,)",379,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,380,世界首领180级,1,1,3,2,"(1,2,)",380,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,381,世界首领181级,1,1,3,2,"(1,2,)",381,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,382,世界首领182级,1,1,3,2,"(1,2,)",382,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,383,世界首领183级,1,1,3,2,"(1,2,)",383,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,384,世界首领184级,1,1,3,2,"(1,2,)",384,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,385,世界首领185级,1,1,3,2,"(1,2,)",385,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,386,世界首领186级,1,1,3,2,"(1,2,)",386,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,387,世界首领187级,1,1,3,2,"(1,2,)",387,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,388,世界首领188级,1,1,3,2,"(1,2,)",388,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,389,世界首领189级,1,1,3,2,"(1,2,)",389,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,390,世界首领190级,1,1,3,2,"(1,2,)",390,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,391,世界首领191级,1,1,3,2,"(1,2,)",391,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,392,世界首领192级,1,1,3,2,"(1,2,)",392,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,393,世界首领193级,1,1,3,2,"(1,2,)",393,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,394,世界首领194级,1,1,3,2,"(1,2,)",394,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,395,世界首领195级,1,1,3,2,"(1,2,)",395,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,396,世界首领196级,1,1,3,2,"(1,2,)",396,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,397,世界首领197级,1,1,3,2,"(1,2,)",397,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,398,世界首领198级,1,1,3,2,"(1,2,)",398,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,399,世界首领199级,1,1,3,2,"(1,2,)",399,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
,400,世界首领200级,1,1,3,2,"(1,2,)",400,40010,1,1,0.3,0.5,0.5,0.5,0.8,0.65,0.8,1,1,1,1,1,1,,,,
测试怪,1,小太监,1,1,1,1,"(3,4,)",401,5001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,2,太监总管,1,1,1,1,"(5,6,)",401,5005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,3,小宫女,1,1,1,1,"(7,8,)",401,5006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,4,宫女总管,1,1,1,1,"(9,10,)",401,5010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,5,高级嬷嬷,1,1,1,1,"(11,12,)",401,5013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,6,总管侍卫,1,1,1,1,"(13,14,)",401,5018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,7,高等武将,1,1,1,1,"(15,16,)",401,5021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
奶,8,高等贵妇,1,1,1,1,"(17,18,)",401,5024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,9,青年文官,1,1,1,1,"(19,20,)",401,5025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,10,老年文官,1,1,1,1,"(21,22,)",401,5026,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,11,老年文官,1,1,1,1,"(21,22,)",401,5026,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,12,穆云梳,1,1,1,1,"(35023,35024,)",401,40015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,13,皇子,1,1,1,1,"(23,24,)",401,5030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,14,少年,1,1,1,1,"(25,26,)",401,5028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,15,少女,1,1,1,1,"(27,28,)",401,5027,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,16,侠客,1,1,1,1,"(29,30,)",401,5029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
爬塔BOSS,501,太监总管,1,1,1,1,"(5,6,)",2019,5005,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,502,宫女总管,1,1,1,1,"(9,10,)",2019,5010,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,503,总管嬷嬷,1,1,1,1,"(11,12,)",2024,5014,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,504,总管侍卫,1,1,1,1,"(13,14,)",2024,5018,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,505,高等武将,1,1,1,1,"(15,16,)",2027,5021,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,506,高等贵妇,1,1,1,1,"(17,18,)",2029,5024,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,507,老年文官,1,1,1,1,"(21,22,)",2032,5026,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,508,皇子,1,1,1,1,"(23,24,)",2033,5030,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,509,少年,1,1,1,1,"(25,26,)",2035,5028,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,510,少女,1,1,1,1,"(27,28,)",2038,5027,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,511,侠客,1,1,1,1,"(29,30,)",2040,5029,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,512,柳如是,1,1,1,1,,2044,40027,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,513,张碧君,1,1,1,1,,2046,40028,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,514,燕青,1,1,1,1,,2049,40029,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,515,要离,1,1,1,1,,2051,40030,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,516,杜浪,1,1,1,1,,2054,40026,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,517,狄青,1,1,1,1,,2056,40033,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,518,合德,1,1,1,1,,2059,40018,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,519,飞燕,1,1,1,1,,2061,40019,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,520,洗砚,1,1,1,1,,2063,40020,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,521,青湖,1,1,1,1,,2065,40021,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,522,钟无艳,1,1,1,1,,2068,40022,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,523,杜甫,1,1,1,1,,2070,40036,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,524,玄机散人,1,1,1,1,,2072,40017,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,525,胡不归,1,1,1,1,,2074,40013,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,526,窦夫人,1,1,1,1,,2076,40012,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,527,武照,1,1,1,1,,2078,40014,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,528,穆云梳,1,1,1,1,,2081,40015,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,529,逍遥,1,1,1,1,,2083,40016,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,530,南鹤,1,1,1,1,,2085,40032,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,531,霍曼曼,1,1,1,1,,2086,40009,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,532,药王,1,1,1,1,,2088,40025,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,533,离原,1,1,1,1,,2090,40023,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,534,南歌,1,1,1,1,,2092,40011,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,535,公子尘来,1,1,1,1,,2094,40010,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,536,姬重华,1,1,1,1,,2095,40006,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,537,卡萨,1,1,1,1,,2097,40005,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,538,承影,1,1,1,1,,2099,40008,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,539,姬长生,1,1,1,1,,2101,40000,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,540,长雍君,1,1,1,1,,2103,40001,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
爬塔小怪,601,小太监,1,1,1,1,"(3,4,)",19,5001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,602,低级太监,1,1,1,1,"(5,6,)",19,5002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,603,中级太监,1,1,1,1,"(5,6,)",19,5003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,604,高级太监,1,1,1,1,"(5,6,)",19,5004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,605,小宫女,1,1,1,1,"(7,8,)",19,5006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,606,低等宫女,1,1,1,1,"(9,10,)",19,5007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,607,中级宫女,1,1,1,1,"(9,10,)",19,5008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,608,低级嬷嬷,1,1,1,1,"(11,12,)",24,5011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,609,中级嬷嬷,1,1,1,1,"(11,12,)",24,5012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,610,高级嬷嬷,1,1,1,1,"(11,12,)",24,5013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,611,低级侍卫,1,1,1,1,"(13,14,)",24,5015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,612,中级侍卫,1,1,1,1,"(13,14,)",24,5016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,613,高级侍卫,1,1,1,1,"(13,14,)",24,5017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,614,低等武将,1,1,1,1,"(15,16,)",27,5019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,615,中等武将,1,1,1,1,"(15,16,)",27,5020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,616,低等贵妇,1,1,1,1,"(17,18,)",29,5022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,617,中等贵妇,1,1,1,1,"(17,18,)",29,5023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,618,青年文官,1,1,1,1,"(19,20,)",32,5025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,619,低级侍卫,1,1,1,1,"(13,14,)",32,5015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,620,中级侍卫,1,1,1,1,"(13,14,)",32,5016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,621,高级侍卫,1,1,1,1,"(13,14,)",32,5017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,622,低等武将,1,1,1,1,"(15,16,)",33,5019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,623,中等武将,1,1,1,1,"(15,16,)",33,5020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,624,低级侍卫,1,1,1,1,"(13,14,)",33,5015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,625,中级侍卫,1,1,1,1,"(13,14,)",33,5016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,626,高级侍卫,1,1,1,1,"(13,14,)",33,5017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,627,小宫女,1,1,1,1,"(7,8,)",35,5006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,628,低等宫女,1,1,1,1,"(9,10,)",35,5007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,629,中级宫女,1,1,1,1,"(9,10,)",35,5008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,630,小太监,1,1,1,1,"(3,4,)",35,5001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,631,低级太监,1,1,1,1,"(5,6,)",35,5002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,632,中级太监,1,1,1,1,"(5,6,)",35,5003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,633,低级嬷嬷,1,1,1,1,"(11,12,)",38,5011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,634,中级嬷嬷,1,1,1,1,"(11,12,)",38,5012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,635,高级嬷嬷,1,1,1,1,"(11,12,)",38,5013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,636,低等贵妇,1,1,1,1,"(17,18,)",38,5022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,637,中等贵妇,1,1,1,1,"(17,18,)",38,5023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,638,青年文官,1,1,1,1,"(19,20,)",40,5025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,639,低级侍卫,1,1,1,1,"(13,14,)",40,5015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,640,中级侍卫,1,1,1,1,"(13,14,)",40,5016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,641,高级侍卫,1,1,1,1,"(13,14,)",40,5017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,402,官品BOSS ,1,1,1,1,"(5,6,)",2015,5005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,403,官品小怪,1,1,1,1,"(5,6,)",15,5004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,404,官品小怪,1,1,1,1,"(5,6,)",15,5003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,405,官品BOSS ,1,1,1,1,"(5,6,)",2018,5005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
