交互检查规则,,,,,,,,,,,,,,,
导出规则,,,,,,,,,,,,,,,
分类,,,,,,,,,,,,,,,
表头,编号,对话内容,对话人物,对话人物名称,正在说话任务,下个对话,人物站位,位置偏移值,配音ID,屏幕坐标,介绍,场景,特殊,,断章对话
,787,我不动声色的看了他一眼，雁玉京目光灼灼的看着我，显然很有兴趣的样子。,"(40000,)",旁白,0,"(788,)","(2,)","(-356,)",,2,,1006,,,
,788,是一位名为北归的公子。,"(40000,)",玩家,-1,"(789,)","(2,)","(-356,)",,2,,1006,,,
,789,他听完便笑了起来。雁玉京笑得极舒心，与方才客气的微笑有天壤之别。,"(40000,)",旁白,0,"(790,)","(2,)","(-356,)",,2,,1006,,,
,790,雁玉京的眉目之间都充满了温柔的笑意。,"(40000,)",旁白,0,"(791,)","(2,)","(-356,)",,2,,1006,,,
,791,原来是那小子。,"(40000,)",雁玉京,40000,,"(2,)","(-356,)",,2,,1006,,,
5-7-(51)柳氏,792,果然是大小姐在这儿，且朝没有看错。,"(40012,)",柳氏,40012,"(793,)","(2,)","(-309,)",,3,,1006,,,
,793,大小姐私自出宫，还与外男坐在一处，不怕上面追究吗？,"(40012,)",柳氏,40012,"(794,)","(2,)","(-309,)",,3,,1006,,,
,794,我乃是奉令出宫，还请太太不必担忧。倒是太太，怎得带且朝来这琼林宴了？,"(40012,)",玩家,-1,"(795,)","(2,)","(-309,)",,3,,1006,,,
,795,天色已晚，且朝未嫁之身，还是少出门为好。,"(40012,)",玩家,-1,"(796,)","(2,)","(-309,)",,3,,1006,,,
,796,至于这外男，这是父亲旧友雁先生，还请太太慎言。,"(40012,40000,)",玩家,-1,"(797,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,797,什么雁先生，我怎么没见过？,"(40012,40000,)",柳氏,40012,"(798,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,798,柳氏说罢，我忍不住看了一眼雁先生。,"(40012,40000,)",旁白,0,"(799,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,799,柳氏说没看过，八成是真没看过……,"(40012,40000,)",旁白,0,"(800,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,800,雁先生仿佛察觉到了什么，视线与我交汇在了一处。,"(40012,40000,)",旁白,0,"(801,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,801,柳夫人不妨回府去问一问云江便是。,"(40012,40000,)",雁玉京,40000,"(802,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,802,太太不是去了湖州别院的休养么？怎生这么快便回来了，您旧疾痊愈了吗？,"(40012,40000,)",玩家,-1,"(803,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,803,德妃娘娘亲下了手谕，要与我聊天解乏……我虽旧疾未愈，却也只能忍痛回京了。,"(40012,40000,)",柳氏,40012,"(804,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,804,见她假惺惺的样子……原来是荀德妃，我心里有了点数。,"(40012,40000,)",旁白,0,"(805,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,805,八成荀德妃见我溜到了观星台，她八竿子打不着我，便接了柳氏回来恶心我。,"(40012,40000,)",玩家,-1,"(806,)","(1,3,)","(-309,-356,)",,3,,1006,,,
,806,太太，不好了！,"(40012,5008,)",杏华,5008,"(807,)","(1,3,)","(-309,-309,)",,3,,1006,,,
,807,何事如此慌张！,"(40012,5008,)",柳氏,40012,"(808,)","(1,3,)","(-309,-309,)",,3,,1006,,,
,808,太太，老爷派了车在外面要接您和二小姐回府！,"(40012,5008,)",杏华,5008,"(809,)","(1,3,)","(-309,-309,)",,3,,1006,,,
,809,……,"(40012,5008,)",柳氏,40012,"(810,)","(1,3,)","(-309,-309,)",,3,,1006,,,
,810,柳氏瞪了我一眼。,"(40012,5008,)",旁白,0,"(811,)","(1,3,)","(-309,-309,)",,3,,1006,,,
,811,算你走运。,"(40012,5008,)",柳氏,40012,"(812,)","(1,3,)","(-309,-309,)",,3,,1006,,,
,812,说罢柳氏便甩袖而走。,,旁白,0,"(813,)",,,,3,,1006,,,
,813,……让您见笑了。,"(40000,)",玩家,-1,"(814,)","(2,)","(-356,)",,3,,1006,,,
,814,无妨，家家有本难念的经，更何况是德妃插手此事。,"(40000,)",雁玉京,40000,"(815,)","(2,)","(-356,)",,3,,1006,,,
,815,……‘德妃’？这天子脚下，甚少有人直呼宫妃称谓而不带一声敬称的。,"(40000,)",旁白,0,"(816,)","(2,)","(-356,)",,3,,1006,,,
,816,恰巧此时青湖买了云湖小点来，我顺势与他告辞。,"(40000,)",旁白,0,"(817,)","(2,)","(-356,)",,3,,1006,,,
,817,那小女便先回宫了，免得误了差事。,"(40000,)",玩家,-1,"(818,)","(2,)","(-356,)",,3,,1006,,,
,818,我就不留你了，姑娘再会。,"(40000,)",雁玉京,40000,"(819,)","(2,)","(-356,)",,3,,1006,,,
,819,雁先生再会。,"(40000,)",玩家,-1,,"(2,)","(-356,)",,3,,1006,,,
5-8-（52）长雍君,820,殿下，我回来了。,"(40001,)",玩家,-1,"(821,)","(2,)","(-356,)",,2,,1006,,,
,821,回来了？如何？可有发现什么？,"(40001,)",长雍君,40001,"(822,)","(2,)","(-356,)",,2,,1005,,,
,822,多谢殿下。,"(40001,)",玩家,-1,"(823,)","(2,)","(-356,)",,2,,1005,,,
,823,殿下如何知道今日临江楼有此等好戏？,"(40001,)",玩家,-1,"(824,)","(2,)","(-356,)",,2,,1005,,,
,824,昨日星象中透露出了你的一丝讯息罢了。,"(40001,)",长雍君,40001,"(825,)","(2,)","(-356,)",,2,,1005,,,
,825,星象当真如此神奇？那大家都看下星星不就知道明天要做些什么了？,"(40001,)",玩家,-1,"(826,)","(2,)","(-356,)",,2,,1005,,,
,826,周天星辰，变幻莫测，岂是尔等凡人可随意窥视？,"(40001,)",长雍君,40001,"(827,)","(2,)","(-356,)",,2,,1005,,,
,827,好好好……我是凡人，殿下是神仙总行了吧？,"(40001,)",玩家,-1,"(828,)","(2,)","(-356,)",,2,,1005,,,
,828,不得胡说八道。,"(40001,)",长雍君,40001,"(829,)","(2,)","(-356,)",,2,,1005,,,
,829,今日行程忙碌，退下休息去吧。,"(40001,)",长雍君,40001,"(830,)","(2,)","(-356,)",,2,,1005,,,
,830,多谢殿下。,"(40001,)",玩家,-1,"(831,)","(2,)","(-356,)",,2,,1005,,,
,831,我举了举手中的云湖小点，看着殿下。,"(40001,)",旁白,0,"(832,)","(2,)","(-356,)",,2,,1005,,,
,832,殿下，这……还热着呢。,"(40001,)",玩家,-1,"(833,)","(2,)","(-356,)",,2,,1005,,,
,833,本座不啖蜜食，拿走。,"(40001,)",长雍君,40001,"(834,)","(2,)","(-356,)",,2,,1005,,,
,834,那就多谢殿下赏赐了。,"(40001,)",玩家,-1,"(835,)","(2,)","(-356,)",,2,,1005,,,
,835,……,"(40001,)",长雍君,40001,"(836,)","(2,)","(-356,)",,2,,1005,,,
,836,哼。,"(40001,)",长雍君,40001,,"(2,)","(-356,)",,2,,1005,,,
5-9-（53）青湖,837,小姐小姐，不好了！德妃娘娘来了！,"(40021,)",青湖,40021,"(838,)","(2,)","(-309,)",,1,,1005,,,
,838,青湖我听见你这几个字儿我就头疼……,"(40021,)",玩家,-1,"(839,)","(2,)","(-309,)",,1,,1005,,,
,839,德妃娘娘？德妃来观星台做甚？,"(40021,)",玩家,-1,"(840,)","(2,)","(-309,)",,1,,1005,,,
,840,当然是来寻您麻烦呀！,"(40021,)",青湖,40021,"(841,)","(2,)","(-309,)",,1,,1005,,,
,841,您快去见一见德妃娘娘吧！,"(40021,)",青湖,40021,,"(2,)","(-309,)",,1,,1005,,,
5-10-（54）荀德妃,842,见过娘娘。,"(40015,)",玩家,-1,"(843,)","(2,)","(-309,)",,3,,1005,,,
,843,呵！为何不自称‘奴婢’二字！,"(40015,)",荀德妃,40015,"(844,)","(2,)","(-309,)",,3,,1005,,,
,844,来人！教南学士学学规矩。,"(40015,)",荀德妃,40015,"(845,)","(2,)","(-309,)",,3,,1005,,,
,845,德妃，放肆。,"(40001,40015,)",长雍君,40001,"(846,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,846,原来国师大人在此。,"(40001,40015,)",长雍君,40001,"(847,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,847,此处是我观星台，我若不在此处，又应该在哪？,"(40001,40015,)",长雍君,40001,"(848,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,848,在披香殿吗？,"(40001,40015,)",长雍君,40001,"(849,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,849,我差点没忍住笑出声，殿下当真促狭。,"(40001,40015,)",旁白,0,"(850,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,850,披香殿是德妃娘娘的寝宫，国师虽住宫中却是东六宫，与后妃所住西六宫毫无关联。,"(40001,40015,)",旁白,0,"(851,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,851,国师还请自重！,"(40001,40015,)",荀德妃,40015,"(852,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,852,我还没死，德妃就要教我宫中之人规矩，又是什么道理？,"(40001,40015,)",长雍君,40001,"(853,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,853,本宫掌协理六宫之权，难道还教不得一个学士的规矩？,"(40001,40015,)",荀德妃,40015,"(854,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,854,本朝开朝以来，德妃是首个来观星台逞威作福的妃子。,"(40001,40015,)",长雍君,40001,"(855,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,855,国师休想用这等话来污蔑于本宫！,"(40001,40015,)",荀德妃,40015,"(856,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,856,国师大人难道以为本宫会如此就来你的观星台吗？,"(40001,40015,)",荀德妃,40015,"(857,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,857,陛——下——至——,"(5005,)",刘长喜,5005,"(858,)","(2,)","(-356,)",,3,,1005,,,
,858,……陛下圣安。,"(40001,40015,)",玩家,-1,"(859,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,859,皇兄圣安。,"(40001,40015,)",长雍君,40001,"(860,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,860,陛下圣安！,"(40001,40015,)",荀德妃,40015,"(861,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,861,爱妃何故在观星台起争端？,"(40000,)",姬长生,40000,"(862,)","(2,)","(-356,)",,3,10000,1005,,,
,862,陛下，这便是我说的那害我侄女性命之人！,"(40000,40015,)",荀德妃,40015,"(863,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,863,此女不知施了何等妖法，蒙蔽了国师大人，致使妾身有冤难伸，还请陛下为妾身做主！,"(40000,40015,)",荀德妃,40015,"(864,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,864,此女……我略有耳闻。,"(40000,40015,)",姬长生,40000,"(865,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,865,陛下不知为何，轻笑了起来。,"(40000,40015,)",旁白,0,"(866,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,866,昨日云江还与我念叨说什么时候求我开个恩典放他长女归家……,"(40000,40015,)",姬长生,40000,"(867,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,867,……！！！,"(40000,40015,)",玩家,-1,"(868,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,868,这声音有点耳熟，仿佛不久之前还听过。,"(40000,40015,)",旁白,0,"(869,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,869,抬起头来。,"(40000,40015,)",姬长生,40000,"(870,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,870,来说说，你是怎么杀了德妃家的侄女的？,"(40000,40015,)",姬长生,40000,"(871,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,871,……怨不得耳熟了，这不就是昨日临江楼那位雁先生么？,"(40000,40015,)",旁白,0,"(872,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,872,天上白玉京，十二城五楼。\n仙人抚我顶，结发授长生。,"(40000,40015,)",旁白,0,"(873,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,873,当今圣上姓姬，名长生。,"(40000,40015,)",旁白,0,"(874,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,874,原来是在这儿等着呢……,"(40000,40015,)",旁白,0,"(875,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,875,回陛下，奴婢未曾杀害荀学士。,"(40000,40015,)",玩家,-1,"(876,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,876,好歹也是朝中重臣之嫡女，怎生一口一个奴婢，免了吧。\n说说，怎么回事儿？,"(40000,40015,)",姬长生,40000,"(877,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,877,谢陛下。我自入宫以来，向来安分守己，不踏出集贤馆一步。,"(40000,40015,)",玩家,-1,"(878,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,878,怎知某日突然传来说荀学士溺水身亡，随即德妃娘娘便认定了是我下的杀手。\n纵然查无证据，德妃娘娘依旧不改其心。,"(40000,40015,)",玩家,-1,"(879,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,879,多亏殿下援手，才让我苟活至今。,"(40000,40015,)",玩家,-1,"(880,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,880,竟是如此？德妃，你说。,"(40000,40015,)",姬长生,40000,"(881,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,881,分明是这丫头与国师有私，害了妾身侄女之后便依托于国师，让妾身不得报仇！,"(40000,40015,)",荀德妃,40015,"(882,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,882,回娘娘，我虽低贱，却也是宫中录有名册的女官。凡事总讲个有凭有据，娘娘无凭无据便要将我杖毙，敢问一句宫规何在？,"(40000,40015,)",玩家,-1,"(883,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,883,证据？你还敢问本宫要证据？\n你这等人做事，自然是不会留下证据给本宫！,"(40000,40015,)",荀德妃,40015,"(884,885,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,884,那便是无凭无据了。,"(40000,40015,)",玩家,-1,"(886,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,885,若真是我做的，又怎会没有一点蛛丝马迹！,"(40000,40015,)",玩家,-1,"(886,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,886,好个牙尖嘴利的丫头！,"(40000,40015,)",荀德妃,40015,"(887,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,887,行了，都住嘴。,"(40000,40015,)",姬长生,40000,"(888,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,888,长雍为何维护她？,"(40000,40015,)",姬长生,40000,"(889,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,889,无他，星象而已。,"(40001,)",长雍君,40001,"(890,)","(2,)","(-356,)",,3,,1005,,,
,890,……好吧好吧，真是奈何不了你。,"(40000,40015,)",姬长生,40000,"(891,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,891,陛下！,"(40000,40015,)",荀德妃,40015,"(892,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,892,国师要保什么人，我可没什么办法。,"(40000,40015,)",姬长生,40000,"(893,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,893,可是陛下，妾身……,"(40000,40015,)",荀德妃,40015,"(894,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,894,行了。,"(40000,40015,)",姬长生,40000,"(895,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,895,德妃，你可有证据？,"(40000,40015,)",姬长生,40000,"(896,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,896,臣妾没有，但是……,"(40000,40015,)",荀德妃,40015,"(897,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,897,你没有证据。,"(40000,40015,)",姬长生,40000,"(898,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,898,德妃你执掌协理六宫之权，理应树立榜样，不应无凭无据杖杀宫人。如此以后，上行下效，怎生了得？到底为止，可好？,"(40000,40015,)",姬长生,40000,"(899,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,899,……是，谨遵圣令。,"(40000,40015,)",荀德妃,40015,"(900,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,900,听话一些，这才是我的好德妃。,"(40000,40015,)",姬长生,40000,"(901,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,901,告退吧，我还有一些事儿要与长雍说。,"(40000,40015,)",姬长生,40000,"(902,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,902,臣妾告退。,"(40000,40015,)",荀德妃,40015,"(903,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,903,去吧，路上慢行。,"(40000,40015,)",姬长生,40000,"(904,)","(1,3,)","(-356,-309,)",,3,,1005,,,
,904,多谢陛下。,"(40000,40015,)",荀德妃,40015,,"(1,3,)","(-356,-309,)",,3,,1005,,,
5-11-(55)姬长生,905,吓着你了吧？,"(40000,)",姬长生,40000,"(906,)","(2,)","(-356,)",,3,,1005,,,
,906,多谢陛下维护。,"(40000,)",玩家,-1,"(907,)","(2,)","(-356,)",,3,,1005,,,
,907,不必如此，云江还盼着你回家，若是真让你被德妃杖杀了，云江还不得与我闹翻？,"(40000,)",姬长生,40000,"(908,)","(2,)","(-356,)",,3,,1005,,,
,908,行了，你也先退下吧。,"(40000,)",姬长生,40000,"(909,)","(2,)","(-356,)",,3,,1005,,,
,909,是。,"(40000,)",玩家,-1,"(910,)","(2,)","(-356,)",,3,,1005,,,
,910,皇兄怎生来了观星台？,"(40000,40001,)",长雍君,40001,"(911,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,911,还不是德妃与我闹得慌？她不曾烦着你吧？,"(40000,40001,)",姬长生,40000,"(912,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,912,若是有呢？,"(40000,40001,)",长雍君,40001,"(913,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,913,那也只能……忍忍吧，她也算你半个嫂子了，我回头罚她半年月俸可好？,"(40000,40001,)",姬长生,40000,"(914,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,914,……不好。,"(40000,40001,)",长雍君,40001,"(915,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,915,那一年？,"(40000,40001,)",姬长生,40000,"(916,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,916,皇兄还有何事？,"(40000,40001,)",长雍君,40001,"(917,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,917,没事就不能与你聊几句？,"(40000,40001,)",姬长生,40000,"(918,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,918,本座恕不奉陪！,"(40000,40001,)",长雍君,40001,"(919,)","(1,3,)","(-356,-356,)",,3,,1005,,,
,919,说罢，长雍君竟是不管不顾甩袖离去。,"(40000,)",旁白,0,"(920,)","(2,)","(-356,)",,3,,1005,,,
,920,啧……真是小心眼儿，与小时候一模一样。,"(40000,)",姬长生,40000,"(921,)","(2,)","(-356,)",,3,,1005,,,
,921,让中书省拟旨，德妃专横，大闹观星台，扰国师清静，削德妃三年俸禄。,"(40000,)",姬长生,40000,"(922,)","(2,)","(-356,)",,3,,1005,,,
,922,是。,"(40000,)",刘长喜,5005,,"(2,)","(-356,)",,3,,1005,,,
6-1（56）北斗,923,见过南学士。,"(40014,)",北斗,40014,"(924,)","(2,)","(-356,)",,1,,1005,,,
,924,哎！你先别说话！让我猜猜！,"(40014,)",玩家,-1,"(925,)","(2,)","(-356,)",,1,,1005,,,
,925,殿下是不是昨日晚上又夜观星象察觉到一丝一毫的动态，所以让我前往何处？,"(40014,)",玩家,-1,"(926,)","(2,)","(-356,)",,1,,1005,,,
,926,卑下不知，只是殿下请您将此物送往长风别院。,"(40014,)",北斗,40014,"(927,)","(2,)","(-356,)",,1,,1005,,,
,927,北斗递给了我一只精致的木盒，很轻，似乎除了木盒本身的分量外并没有感受到其它。,"(40014,)",旁白,0,"(928,)","(2,)","(-356,)",,1,,1005,,,
,928,这摆明了就是殿下故意指使我出去吧？,"(40014,)",旁白,0,"(929,)","(2,)","(-356,)",,1,,1005,,,
,929,立刻就出发么？,"(40014,)",玩家,-1,"(930,)","(2,)","(-356,)",,1,,1005,,,
,930,是。,"(40014,)",北斗,40014,,"(2,)","(-356,)",,1,,1005,,,
6-2-(57)-刘嬷嬷,931,见过这位嬷嬷，不知嬷嬷如何称呼？,"(5011,)",玩家,-1,"(932,)","(2,)","(-309,)",,1,,1004,,,
,932,姑娘好，我姓刘。,"(5011,)",刘嬷嬷,5011,"(933,)","(2,)","(-309,)",,1,,1004,,,
,933,奉国师之令，将此物送与长风别院之主，还请嬷嬷行个方便，通报一声。,"(5011,)",玩家,-1,"(934,)","(2,)","(-309,)",,1,,1004,,,
,934,姑娘口说无凭，可有手令腰牌？,"(5011,)",刘嬷嬷,5011,"(935,)","(2,)","(-309,)",,1,,1004,,,
,935,这是我的腰牌，还请嬷嬷验一验。,"(5011,)",玩家,-1,"(936,)","(2,)","(-309,)",,1,,1004,,,
,936,刘嬷嬷接过腰牌仔细翻看了下，才点过头，打开了侧门让我们进去。,"(5011,)",旁白,0,"(937,)","(2,)","(-309,)",,1,,1004,,,
,937,姑娘稍等。,"(5011,)",刘嬷嬷,5011,"(938,)","(2,)","(-309,)",,1,,1004,,,
,938,嬷嬷还有何事？,"(5011,)",玩家,-1,"(939,)","(2,)","(-309,)",,1,,1004,,,
,939,姑娘可方便将此物打开让老奴一览？,"(5011,)",刘嬷嬷,5011,"(940,)","(2,)","(-309,)",,1,,1004,,,
,940,这恐怕不能，此物上有我国师封条，我不能私自打开。,"(5011,)",玩家,-1,"(941,)","(2,)","(-309,)",,1,,1004,,,
,941,那姑娘是不能进去了。,"(5011,)",刘嬷嬷,5011,"(942,)","(2,)","(-309,)",,1,,1004,,,
,942,为何？,"(5011,)",玩家,-1,"(943,)","(2,)","(-309,)",,1,,1004,,,
,943,不为何！不能进就是不能进！,"(5011,)",刘嬷嬷,5011,"(944,)","(2,)","(-309,)",,1,,1004,,,
,944,还是宫里出来的人物，连这点子规矩都不懂么！,"(5011,)",刘嬷嬷,5011,"(945,)","(2,)","(-309,)",,1,,1004,,,
,945,原来如此。,"(5011,)",玩家,-1,"(946,)","(2,)","(-309,)",,1,,1004,,直接进入战斗,
,946,现在可以进去了么？,"(5011,)",玩家,-1,"(947,)","(2,)","(-309,)",,1,,1004,,,
,947,……姑娘请！,"(5011,)",刘嬷嬷,5011,,"(2,)","(-309,)",,1,,1004,,,
6-3-（58）长琴,948,姑娘好。,"(5010,)",长琴,5010,"(949,)","(2,)","(-309,)",,2,,1004,,,
,949,这位姑娘，观你衣着并非我别院之人，你可知擅闯别院乃是死罪？,"(5010,)",长琴,5010,"(950,)","(2,)","(-309,)",,2,,1004,,,
,950,姑娘莫急。,"(5010,)",玩家,-1,"(951,)","(2,)","(-309,)",,2,,1004,,,
,951,我乃是观星台女官，奉令将此物赠与长风别院之主。,"(5010,)",玩家,-1,"(952,)","(2,)","(-309,)",,2,,1004,,,
,952,那为何无人为你领路？,"(5010,)",长琴,5010,"(953,)","(2,)","(-309,)",,2,,1004,,,
,953,我也是正奇怪这一点。,"(5010,)",玩家,-1,"(954,)","(2,)","(-309,)",,2,,1004,,,
,954,也罢，你与我来吧。,"(5010,)",长琴,5010,"(955,)","(2,)","(-309,)",,2,,1004,,,
,955,多谢姑娘。,"(5010,)",玩家,-1,"(956,)","(2,)","(-309,)",,2,,1004,"(10001,)",【屏幕抖动】【刀裂锦缎之声】,
,956,——！！,"(40005,)",玩家,-1,"(957,)","(2,)","(-356,)",,2,,1004,,,
,957,姑娘！,"(40005,)",玩家,-1,"(958,)","(2,)","(-356,)",,2,,1004,,,
,958,一把刀冷冷的架在了我的脖子上。,"(40005,)",旁白,0,"(959,)","(2,)","(-356,)",,2,,1004,,,
,959,闭嘴，不准出声。,"(40005,)",卡萨,40005,"(960,)","(2,)","(-356,)",,2,,1004,,,
,960,我吱呜的应了一声，示意我会配合。,"(40005,)",旁白,0,"(961,)","(2,)","(-356,)",,2,,1004,,,
,961,那刀微微松开了一些。,"(40005,)",旁白,0,"(962,)","(2,)","(-356,)",,2,,1004,,,
,962,壮士有话好说！万事能商量！手下留情！,"(40005,)",玩家,-1,"(963,)","(2,)","(-356,)",,2,,1004,,,
,963,我脖子上的刀一下子就压了下来。,"(40005,)",旁白,0,"(964,)","(2,)","(-356,)",,2,,1004,,,
,964,……闭嘴。,"(40005,)",卡萨,40005,"(965,)","(2,)","(-356,)",,2,,1004,,,
,965,是！,"(40005,)",玩家,-1,"(966,)","(2,)","(-356,)",,2,,1004,,,
,966,带我去隐蔽之处。,"(40005,)",卡萨,40005,"(967,)","(2,)","(-356,)",,2,,1004,,,
,967,我愣了一下，然后不着痕迹的看了一眼躺在地上的那位女官。,"(40005,)",旁白,0,"(968,)","(2,)","(-356,)",,2,,1004,,,
,968,那才是这里土生土长的女官啊！,"(40005,)",旁白,0,"(969,)","(2,)","(-356,)",,2,,1004,,,
,969,好，壮士请随我来。还请壮士假装是我的随从，跟在我身后即可。,"(40005,)",玩家,-1,"(970,)","(2,)","(-356,)",,2,,1004,,,
,970,我装作十分熟门熟路的带着他往外走。,,旁白,0,"(971,)",,,,2,,1004,,,
,971,所幸这长风别院与宫中建筑排列相似，我将他带到了后院的一处回廊。\n那里有一些假山，是从苏州运回来的太湖石，正适合躲藏。,,旁白,0,,,,,2,,1004,,,
6-4-(59)卡萨,972,就此处吧。,"(40005,)",卡萨,40005,"(973,)","(2,)","(-356,)",,3,,1004,,,
,973,壮士可以放开我了吗？,"(40005,)",玩家,-1,"(974,)","(2,)","(-356,)",,3,,1004,,,
,974,自然可以……你已经没用了……,"(40005,)",卡萨,40005,"(975,)","(2,)","(-356,)",,3,,1004,,,
,975,壮士先别动手！我有用！,"(40005,)",玩家,-1,"(976,)","(2,)","(-356,)",,3,,1004,,,
,976,我观壮士身受重伤，我可以为壮士寻些伤药来上药！,"(40005,)",玩家,-1,"(977,)","(2,)","(-356,)",,3,,1004,,,
,977,你就不怕……我是来行刺太子的？,"(40005,)",卡萨,40005,"(978,)","(2,)","(-356,)",,3,,1004,,,
,978,这……实不相瞒，我与太子不共戴天！,"(40005,)",玩家,-1,"(979,)","(2,)","(-356,)",,3,,1004,,,
,979,……,"(40005,)",卡萨,40005,"(980,)","(2,)","(-356,)",,3,,1004,,,
,980,哦？……如何不共戴天？,"(40005,)",卡萨,40005,"(981,)","(2,)","(-356,)",,3,,1004,,,
,981,他冷淡的看着我，试图从我脸上看出些什么。,"(40005,)",旁白,0,"(982,)","(2,)","(-356,)",,3,,1004,,,
,982,太子为了延续寿命，取童男童女血饮之，而我的弟妹都是为此……平生大恨！\n我潜入这别院中，正是为了行壮士相同之事！,"(40005,)",玩家,-1,"(983,)","(2,)","(-356,)",,3,,1004,,,
,983,……也罢……,"(40005,)",卡萨,40005,"(984,)","(2,)","(-356,)",,3,,1004,,,
,984,去寻药吧……,"(40005,)",卡萨,40005,"(985,)","(2,)","(-356,)",,3,,1004,,,
,985,我这儿有一些，先替壮士用了？,"(40005,)",玩家,-1,"(986,)","(2,)","(-356,)",,3,,1004,,,
,986,……替……我上药……,"(40005,)",卡萨,40005,"(987,)","(2,)","(-356,)",,3,,1004,,,
,987,我连忙点头，装得比小白兔还乖几分，一脸真诚的看着他。,"(40005,)",旁白,0,"(988,)","(2,)","(-356,)",,3,,1004,,,
,988,那人不甘心的看了我一眼，然后晕了过去。,"(40005,)",旁白,0,"(989,)","(2,)","(-356,)",,3,,1004,,,
,989,他晕了过去，我这才敢仔细看他。,,旁白,0,"(990,)",,,,3,,1004,,这一段需要特殊处理，后期优化,
,990,我捡了一根树枝戳了戳他，他一动不动。,,旁白,0,"(991,)",,,,3,,1004,,,
,991,在腰腹的位置，有一大片血渍，随风飘散着淡淡的腥气。,,旁白,0,"(992,)",,,,3,,1004,,,
